Title,Author,Publisher,Subjects,item_id,Subjects_list
fabriquer son matériel dart avec les ressources de la nature,broisin schoch lucie,ulmer,plantes tinctoriales; matériel dartistes; pigments végétaux; manuels damateurs; guides pratiques,6306,"['plantes tinctoriales', ' matériel dartistes', ' pigments végétaux', ' manuels damateurs', ' guides pratiques']"
mégalithes de bretagne exercices pratiques rituels géobiologie 50 lieux dénergie en terre sacrée,lamour pascal 1958,editions favre,bretagne francehistoire; mégalithesbretagne francehistoire; menhirsbretagne francehistoire; dolmensbretagne francehistoire,6307,"['bretagne francehistoire', ' mégalithesbretagne francehistoire', ' menhirsbretagne francehistoire', ' dolmensbretagne francehistoire']"
atlas des religions passions identitaires et enjeux géopolitiques,tétart frank,autrement,religionsatlas,6308,['religionsatlas']
remise à niveau en anglais b2 lessentiel des points à maîtriser en grammaire,djédjé franck professeur danglais 19,ellipses,anglais languegrammaire,6309,['anglais languegrammaire']
les bases de la physique en 60 notions illustrées,baker kurt,delachaux et niestlé,physique; manuels denseignement,6310,"['physique', ' manuels denseignement']"
python pour les kids la programmation accessible aux enfants,briggs jason r,editions eyrolles,ouvrages pour la jeunesse; programmation; python langage de programmation,6311,"['ouvrages pour la jeunesse', ' programmation', ' python langage de programmation']"
festival du dessin arles 2023 catalogue,unknown author,les cahiers dessinés,dessin; catalogues dexposition,6312,"['dessin', ' catalogues dexposition']"
atlas du numérique,unknown author,sciences po les presses,atlas; informatique; technologies de linformation et de la communication; information électronique,6313,"['atlas', ' informatique', ' technologies de linformation et de la communication', ' information électronique']"
biomimétisme il y a du génie dans la nature,camborde jeanphilippe,éditions quæ,inventions; bionique; ethnobiologie; vulgarisation scientifique; sciences naturellesclassification; sciences de la vie,6314,"['inventions', ' bionique', ' ethnobiologie', ' vulgarisation scientifique', ' sciences naturellesclassification', ' sciences de la vie']"
de la démocratie en amérique,tocqueville alexis de 18051859,flammarion,tocqueville alexis dede la démocratie en amériqueanthologie; démocratie; philosophie politique,6315,"['tocqueville alexis dede la démocratie en amériqueanthologie', ' démocratie', ' philosophie politique']"
ceramique processus creatifs des artistes contemporains,de la cal teresa nicolás,hoaki,ceramique2000; ceramistes2000,6316,"['ceramique2000', ' ceramistes2000']"
le japon damélie nothomb,lou jeanmichel,lharmattan,nothomb amélie; nothomb améliestupeur et tremblements; japon image,6317,"['nothomb amélie', ' nothomb améliestupeur et tremblements', ' japon image']"
taillez tous les arbres et arbustes dornement espèce par espèce geste par geste,prat jeanyves,rustica,taille ornementale; taille botanique,6318,"['taille ornementale', ' taille botanique']"
anselm kiefer,arasse daniel,editions du regard,kiefer anselm,6319,['kiefer anselm']
delikte gegen die allgemeinheit,donatsch andreas 1952,schulthess,strafrecht; besonderes strafrecht; straftaten gegen die familie; gemeingefährliche straftaten; straftaten gegen die öffentliche gesundheit; straftaten gegen den öffentlichen verkehr; fälschung amtlicher wertzeichen; fälschung amtlicher zeichen; fälschung von mass und gewicht; geldfälschung; urkundenfälschung; straftaten gegen den öffentlichen frieden; verbrechen gegen die menschlichkeit; kriegsverbrechen; straftaten gegen den volkswillen; straftaten gegen die öffentliche gewalt; störung der beziehungen zum ausland; straftaten gegen die rechtspflege; straftaten gegen die amts und berufspflicht; bestechung; übertretungen bundesrechtlicher bestimmungen; straftaten gegen den staat und die landesverteidigung; schweiz; grundlagenwerk,6320,"['strafrecht', ' besonderes strafrecht', ' straftaten gegen die familie', ' gemeingefährliche straftaten', ' straftaten gegen die öffentliche gesundheit', ' straftaten gegen den öffentlichen verkehr', ' fälschung amtlicher wertzeichen', ' fälschung amtlicher zeichen', ' fälschung von mass und gewicht', ' geldfälschung', ' urkundenfälschung', ' straftaten gegen den öffentlichen frieden', ' verbrechen gegen die menschlichkeit', ' kriegsverbrechen', ' straftaten gegen den volkswillen', ' straftaten gegen die öffentliche gewalt', ' störung der beziehungen zum ausland', ' straftaten gegen die rechtspflege', ' straftaten gegen die amts und berufspflicht', ' bestechung', ' übertretungen bundesrechtlicher bestimmungen', ' straftaten gegen den staat und die landesverteidigung', ' schweiz', ' grundlagenwerk']"
schweizerisches gesellschaftsrecht mit neuem firmen und künftigem handelsregisterrecht und unter einbezug der aktienrechtsreform,meierhayoz arthur 19222003,stämpfli,droit commercial; sociétés commerciales; gesellschaftsrecht; geschäftsfirma; handelsregister; aktiengesellschaft; suisse; schweiz; manuels denseignement supérieur; grundlagenwerk,6321,"['droit commercial', ' sociétés commerciales', ' gesellschaftsrecht', ' geschäftsfirma', ' handelsregister', ' aktiengesellschaft', ' suisse', ' schweiz', ' manuels denseignement supérieur', ' grundlagenwerk']"
le regret maternel quand le rôle de mère est trop lourd à porter,hurault de ligny astrid 19,larousse,maternitéaspect psychologique; mères et enfants,6322,"['maternitéaspect psychologique', ' mères et enfants']"
sachenrecht,schmid jörg 1959,schulthess,sachenrecht; schweiz; lehrmittel,6323,"['sachenrecht', ' schweiz', ' lehrmittel']"
droit international humanitaire intoduction détaillée,melzer nils 1970,cicr,kriegsrecht; völkerrechtliche intervention; humanitäre hilfe; ikrk; völkerrecht,6324,"['kriegsrecht', ' völkerrechtliche intervention', ' humanitäre hilfe', ' ikrk', ' völkerrecht']"
jaccouche bientôt que faire de la douleur,trélaün maïtie,le souffle dor,accouchement; douleur; préparation à laccouchement,6325,"['accouchement', ' douleur', ' préparation à laccouchement']"
bouger en accouchant comment le bassin peut bouger lors de laccouchement,calaisgermain blandine,ed désiris,accouchementmouvementpelvis,6326,['accouchementmouvementpelvis']
dictionnaire de la géographie et de lespace des sociétés,unknown author,belin,géographie; géographie humaine; écologie humaine; urbanisme; sciences sociales; géographie sociale; dictionnaires français,6327,"['géographie', ' géographie humaine', ' écologie humaine', ' urbanisme', ' sciences sociales', ' géographie sociale', ' dictionnaires français']"
comment parler du racisme aux enfants,diallo rokhaya,éd le baron perché,racisme; questions et réponses; ouvrages pour la jeunesse,6328,"['racisme', ' questions et réponses', ' ouvrages pour la jeunesse']"
le racisme en images déconstruire ensemble,blanchard pascal,editions de la martinière,racisme; esclavage; colonisation; exhibitions ethnographiques; mouvements pour la suprématie blanche; xénophobie; caricatures et dessins humoristiques; homophobie; misogynie; apartheid; discrimination raciale,6329,"['racisme', ' esclavage', ' colonisation', ' exhibitions ethnographiques', ' mouvements pour la suprématie blanche', ' xénophobie', ' caricatures et dessins humoristiques', ' homophobie', ' misogynie', ' apartheid', ' discrimination raciale']"
filles et garçons face à la formation les défis de légalité,fassa farinaz,presses polytechniques et universitaires romandes,égalité des sexes; enseignement; égalité des sexessuisse; éducation des fillessuisse; éducation des garçonssuisse; différences entre sexes en éducationsuisse,6330,"['égalité des sexes', ' enseignement', ' égalité des sexessuisse', ' éducation des fillessuisse', ' éducation des garçonssuisse', ' différences entre sexes en éducationsuisse']"
dictionnaire de la géographie et de lespace des sociétés,unknown author,belin,géographie; géographie humaine; écologie humaine; urbanisme; sciences sociales; géographie sociale; dictionnaires français,6331,"['géographie', ' géographie humaine', ' écologie humaine', ' urbanisme', ' sciences sociales', ' géographie sociale', ' dictionnaires français']"
apprendre à transgresser léducation comme pratique de la liberté,hooks bell,m editeur; syllepse,féministes noires américaines; émancipation; féminismeétatsunis20e siècle,6332,"['féministes noires américaines', ' émancipation', ' féminismeétatsunis20e siècle']"
entrer en pedagogie antiraciste dune lutte syndicale a des pratiques emancipatrices,unknown author,shed publishing,racisme en éducation; pédagogie; integration scolaire; enfants appartenant a des minorites; enfants dimmigres; enseignants appartenant a des minorites; lutte contre le racisme,6333,"['racisme en éducation', ' pédagogie', ' integration scolaire', ' enfants appartenant a des minorites', ' enfants dimmigres', ' enseignants appartenant a des minorites', ' lutte contre le racisme']"
lécole à lépreuve de lactualité enseigner les questions vives,unknown author,esf éd,citoyennetédébat discussion organiséeécoleéducation civiqueinformations nouvelles,6334,['citoyennetédébat discussion organiséeécoleéducation civiqueinformations nouvelles']
des voix au coeur de lécole une voie vers la pédagogie antiraciste,unknown author,licra,multiculturalisme; discriminationprévention; lutte contre le racisme; éducation interculturelle,6335,"['multiculturalisme', ' discriminationprévention', ' lutte contre le racisme', ' éducation interculturelle']"
rando à vélo découverte suisse,unknown author,hallwag kümmerlyfrey sa,suisse; guides touristiques et de visite,6336,"['suisse', ' guides touristiques et de visite']"
lhydrogène suffiratil à décarboner léconomie,calatayud benoît,fondation jean jaurès; éditions de laube,hydrogèneaspect environnemental,6337,['hydrogèneaspect environnemental']
geopolitique de lukraine,armandon emmanuelle 1977,presses universitaires de france,geopolitiqueukraine; relations exterieuresukraine1991,6338,"['geopolitiqueukraine', ' relations exterieuresukraine1991']"
petit traité de sobriété énergétique,nicoloso barbara,editions charles léopold mayer,transition énergétique2000; politique énergétique2000; ressources énergétiques,6339,"['transition énergétique2000', ' politique énergétique2000', ' ressources énergétiques']"
histoire du sahel des origines à nos jours,lugan bernard 1946,rocher,sahel région transfrontièrehistoire,6340,['sahel région transfrontièrehistoire']
vélos nomades du cyclotourisme au bikepacking itinéraires au plus près de la nature,belando laurent,tana,cyclotourisme; écotourisme; bicyclettes,6341,"['cyclotourisme', ' écotourisme', ' bicyclettes']"
sobriete la vraie mode demploi,liegey vincent 1979,tana,changement social2000; evolution sociale2000; simplicite volontaire2000; consommation durable2000; ecologie humaine2000,6342,"['changement social2000', ' evolution sociale2000', ' simplicite volontaire2000', ' consommation durable2000', ' ecologie humaine2000']"
comment en eston arrivé là,kahn jeanfrançois,editions de lobservatoire,politique et gouvernementfrance2017; extrémisme politiquefrance,6343,"['politique et gouvernementfrance2017', ' extrémisme politiquefrance']"
halte au gaspillage automobile prenez soin de vous achetez doccasion,willemin lucien,editions den bas,automobilesaspect environnemental; politique de lenvironnement; société de consommation; gaspillage; responsabilité environnementale; guides pratiques,6344,"['automobilesaspect environnemental', ' politique de lenvironnement', ' société de consommation', ' gaspillage', ' responsabilité environnementale', ' guides pratiques']"
